source,period,year_month,mean_sentiment,median_sentiment,positive_pct,neutral_pct,negative_pct,sentence_count,sentiment_std
qi,covid,2022-01,-0.1875,-1.0,40.62,0.0,59.38,32,0.998
qi,covid,2022-02,-0.0714,-1.0,46.43,0.0,53.57,28,1.0157
qi,covid,2022-03,-0.0769,-1,46.15,0.0,53.85,13,1.0377
qi,covid,2022-06,-0.28,-1,36.0,0.0,64.0,25,0.9798
qi,covid,2022-07,-0.1765,-1,41.18,0.0,58.82,17,1.0146
qi,covid,2022-10,-0.625,-1.0,18.75,0.0,81.25,16,0.8062
qi,covid,2022-11,-0.0588,-1,47.06,0.0,52.94,17,1.029
qi,covid,2023-01,0.125,1.0,56.25,0.0,43.75,16,1.0247
qi,covid,2023-03,-0.4667,-1,26.67,0.0,73.33,15,0.9155
qi,covid,2023-04,-0.3913,-1,30.43,0.0,69.57,23,0.9409
the_last_leg,control,2016-06,0.0833,1.0,54.17,0.0,45.83,24,1.018
the_last_leg,control,2016-07,-0.2941,-1,35.29,0.0,64.71,17,0.9852
the_last_leg,control,2016-09,0.1304,1,56.52,0.0,43.48,23,1.0137
the_last_leg,control,2016-10,0.1852,1,59.26,0.0,40.74,27,1.0014
the_last_leg,control,2016-11,-0.4545,-1.0,27.27,0.0,72.73,22,0.9117
the_last_leg,control,2016-12,-0.36,-1,32.0,0.0,68.0,25,0.9522
the_last_leg,control,2017-01,-0.1111,-1,44.44,0.0,55.56,27,1.0127
the_last_leg,control,2017-02,0,0.0,50.0,0.0,50.0,24,1.0215
the_last_leg,control,2017-03,-0.3636,-1.0,31.82,0.0,68.18,22,0.9535
the_last_leg,control,2017-04,0.2381,1,61.9,0.0,38.1,21,0.9952
the_last_leg,control,2017-05,0.0476,1,52.38,0.0,47.62,21,1.0235
the_last_leg,control,2017-06,0.1111,1.0,55.56,0.0,44.44,36,1.0079
the_last_leg,control,2017-07,0.2174,1,60.87,0.0,39.13,23,0.998
the_last_leg,control,2017-08,-0.2632,-1,36.84,0.0,63.16,19,0.9912
the_last_leg,control,2017-09,0.2308,1.0,61.54,0.0,38.46,26,0.9923
the_last_leg,control,2017-10,-0.2632,-1,36.84,0.0,63.16,19,0.9912
