source,period,year_month,sentence_count,anger_pct,disgust_pct,fear_pct,joy_pct,neutral_pct,sadness_pct,surprise_pct
qi,covid,2020-05,21,0.0,19.05,4.76,9.52,42.86,0.0,23.81
qi,covid,2020-06,20,5.0,5.0,0.0,5.0,60.0,0.0,25.0
qi,covid,2020-07,20,5.0,5.0,5.0,0.0,55.0,5.0,25.0
qi,covid,2020-08,27,7.41,0.0,3.7,3.7,55.56,7.41,22.22
qi,covid,2020-09,27,3.7,11.11,3.7,0.0,59.26,14.81,7.41
qi,covid,2020-10,29,3.45,3.45,3.45,6.9,62.07,3.45,17.24
qi,covid,2020-11,25,4.0,0.0,0.0,16.0,60.0,4.0,16.0
qi,covid,2020-12,28,7.14,0.0,10.71,21.43,35.71,0.0,25.0
qi,covid,2021-01,20,0.0,5.0,0.0,10.0,60.0,5.0,20.0
qi,covid,2021-03,29,6.9,3.45,3.45,3.45,72.41,3.45,6.9
qi,covid,2021-04,29,3.45,3.45,0.0,3.45,65.52,3.45,20.69
qi,covid,2021-05,24,4.17,4.17,0.0,4.17,75.0,0.0,12.5
qi,covid,2021-06,16,12.5,6.25,0.0,0.0,62.5,0.0,18.75
qi,covid,2021-07,29,17.24,3.45,0.0,6.9,62.07,3.45,6.9
qi,covid,2021-08,18,5.56,5.56,11.11,11.11,44.44,0.0,22.22
qi,covid,2021-09,18,0.0,0.0,0.0,11.11,72.22,11.11,5.56
qi,covid,2021-10,19,0.0,5.26,0.0,10.53,63.16,10.53,10.53
qi,covid,2021-12,20,0.0,15.0,5.0,5.0,45.0,0.0,30.0
qi,covid,2022-01,32,6.25,3.12,0.0,3.12,59.38,0.0,28.12
qi,covid,2022-02,28,7.14,0.0,3.57,10.71,53.57,0.0,25.0
