source,period,year_month,mean_sentiment,weighted_mean_sentiment,median_sentiment,positive_pct,neutral_pct,negative_pct,sentence_count,covid_sentence_count,sentiment_std
graham_norton,control,2018-09,0.2727,0.8351,0.0,31.82,63.64,4.55,22,22,0.5505
graham_norton,control,2018-10,0,0.0384,0.0,20.0,60.0,20.0,30,30,0.6433
graham_norton,control,2018-11,0.0769,0.5585,0.0,23.08,61.54,15.38,26,26,0.6276
graham_norton,control,2018-12,0.3243,0.8816,0,35.14,62.16,2.7,37,37,0.5299
graham_norton,control,2019-01,0.3103,0.6928,0,41.38,48.28,10.34,29,29,0.6603
graham_norton,control,2019-02,0.1538,0.366,0.0,30.77,53.85,15.38,26,26,0.6748
graham_norton,control,2019-04,0.28,0.8458,0,32.0,64.0,4.0,25,25,0.5416
graham_norton,control,2019-05,0.3438,0.88,0.0,37.5,59.38,3.12,32,32,0.5453
graham_norton,control,2019-06,0.3871,0.8806,0,41.94,54.84,3.23,31,31,0.5584
graham_norton,control,2019-07,0.3077,0.7925,0,38.46,53.85,7.69,39,39,0.6136
graham_norton,control,2019-09,0.4,0.715,0.5,50.0,40.0,10.0,30,30,0.6747
graham_norton,control,2019-10,0.5833,0.8301,1.0,62.5,33.33,4.17,24,24,0.5836
graham_norton,control,2019-11,0.1429,0.2627,0.0,32.14,50.0,17.86,28,28,0.7052
graham_norton,covid,2019-12,0.3514,0.9463,0,37.84,59.46,2.7,37,37,0.5383
graham_norton,covid,2020-01,0.2162,0.711,0,29.73,62.16,8.11,37,37,0.5838
graham_norton,covid,2020-02,0.129,0.3337,0,25.81,61.29,12.9,31,31,0.6187
graham_norton,covid,2020-03,0.1667,0.4303,0.0,30.0,56.67,13.33,30,30,0.6477
graham_norton,covid,2020-04,0.3125,0.5232,0.0,43.75,43.75,12.5,16,16,0.7042
graham_norton,covid,2020-05,0.1875,0.4851,0.0,37.5,43.75,18.75,16,16,0.75
graham_norton,covid,2020-06,0.2,0.3891,0.0,40.0,40.0,20.0,20,20,0.7678
graham_norton,covid,2020-09,0.2222,0.2499,0.0,44.44,33.33,22.22,18,18,0.8085
graham_norton,covid,2020-10,0.05,0.228,0.0,25.0,55.0,20.0,20,20,0.6863
graham_norton,covid,2020-11,0.3462,0.572,0.0,46.15,42.31,11.54,26,26,0.6895
graham_norton,covid,2020-12,0.1481,0.382,0,29.63,55.56,14.81,27,27,0.6624
graham_norton,covid,2021-01,0.2593,0.4499,0,44.44,37.04,18.52,27,27,0.7642
graham_norton,covid,2021-02,0.3077,0.5284,0.5,50.0,30.77,19.23,26,26,0.7884
graham_norton,covid,2021-03,0.5161,0.9425,1,58.06,35.48,6.45,31,31,0.6256
graham_norton,covid,2021-04,0.25,0.7955,0.0,34.38,56.25,9.38,32,32,0.6222
graham_norton,covid,2021-05,0.2,0.3313,0,31.43,57.14,11.43,35,35,0.6325
graham_norton,covid,2021-09,0.2414,0.7277,0,34.48,55.17,10.34,29,29,0.6356
graham_norton,covid,2021-10,0.4828,0.9055,1,51.72,44.83,3.45,29,29,0.5745
graham_norton,covid,2021-11,0.3415,0.8147,0,36.59,60.98,2.44,41,41,0.5296
graham_norton,covid,2021-12,0.1176,0.3759,0.0,26.47,58.82,14.71,34,34,0.6403
graham_norton,covid,2022-01,0.4857,1.0,0,48.57,51.43,0.0,35,35,0.5071
graham_norton,covid,2022-02,0.25,0.6409,0.0,35.71,53.57,10.71,28,28,0.6455
graham_norton,covid,2022-03,0.3636,0.6715,0.5,50.0,36.36,13.64,22,22,0.7267
graham_norton,covid,2022-05,0.3448,0.7983,0,42.53,49.43,8.05,87,87,0.6256
graham_norton,covid,2022-06,0.2571,0.6705,0,34.29,57.14,8.57,35,35,0.6108
graham_norton,covid,2022-07,0.1389,0.195,0.0,36.11,41.67,22.22,36,36,0.7617
graham_norton,covid,2022-08,0.3514,0.6919,0,40.54,54.05,5.41,37,37,0.5877
graham_norton,covid,2022-09,0.2222,0.6317,0.0,27.78,66.67,5.56,18,18,0.5483
graham_norton,covid,2022-10,0.2381,0.5952,0,42.86,38.1,19.05,21,21,0.7684
graham_norton,covid,2022-11,0.36,0.5875,0,48.0,40.0,12.0,25,25,0.7
graham_norton,covid,2022-12,0.0455,0.252,0.0,27.27,50.0,22.73,22,22,0.7222
graham_norton,covid,2023-01,0.3182,0.7433,0.0,40.91,50.0,9.09,22,22,0.6463
graham_norton,covid,2023-02,0.4,0.8407,0,44.0,52.0,4.0,25,25,0.5774
graham_norton,covid,2023-03,0.4231,0.7301,0.5,50.0,42.31,7.69,26,26,0.6433
graham_norton,covid,2023-05,0.4286,0.6006,0.5,50.0,42.86,7.14,14,14,0.6462
qi,control,2016-06,0.4211,0.752,0,47.37,47.37,5.26,19,19,0.607
qi,control,2016-07,0.5,0.7131,1.0,60.0,30.0,10.0,20,20,0.6882
qi,control,2016-08,0.1667,0.2635,0.0,44.44,27.78,27.78,18,18,0.8575
qi,control,2016-09,0.08,0.1301,0,24.0,60.0,16.0,25,25,0.6403
qi,control,2016-10,0.1667,0.2702,0.0,38.89,38.89,22.22,18,18,0.7859
qi,control,2016-11,-0.1176,-0.5634,0,5.88,76.47,17.65,17,17,0.4851
qi,control,2016-12,0.1111,0.3984,0,22.22,66.67,11.11,27,27,0.5774
qi,control,2017-01,0.0357,0.0426,0.0,25.0,53.57,21.43,28,28,0.6929
qi,control,2017-02,0.037,0.0593,0,18.52,66.67,14.81,27,27,0.5871
qi,control,2017-03,0.0741,0.3791,0,25.93,55.56,18.52,27,27,0.6752
qi,control,2017-04,0.4,0.6241,0.5,50.0,40.0,10.0,20,20,0.6806
qi,control,2017-05,-0.0345,0.004,0,20.69,55.17,24.14,29,29,0.6805
qi,control,2017-06,0.1111,0.3974,0.0,22.22,66.67,11.11,18,18,0.583
qi,control,2017-07,0.1111,0.3106,0,22.22,66.67,11.11,27,27,0.5774
qi,control,2017-08,0.3333,0.6918,0.0,38.89,55.56,5.56,18,18,0.5941
qi,control,2017-09,-0.0556,-0.2294,0.0,16.67,61.11,22.22,18,18,0.6391
qi,control,2017-10,0.4706,1.0,0,47.06,52.94,0.0,17,17,0.5145
qi,control,2017-11,0.1481,0.3212,0,29.63,55.56,14.81,27,27,0.6624
qi,control,2017-12,0.1111,0.3921,0.0,27.78,55.56,16.67,18,18,0.6764
qi,control,2018-01,0.15,0.2537,0.0,30.0,55.0,15.0,20,20,0.6708
qi,control,2018-02,0.3333,0.7131,0.0,38.89,55.56,5.56,18,18,0.5941
qi,control,2018-03,0.3333,0.9121,0,38.1,57.14,4.76,21,21,0.5774
qi,control,2018-04,0.1875,0.4171,0.0,37.5,43.75,18.75,16,16,0.75
qi,control,2018-05,-0.0556,-0.1475,0.0,27.78,38.89,33.33,18,18,0.8024
qi,control,2018-06,0.375,0.6573,0.0,43.75,50.0,6.25,16,16,0.6191
qi,control,2018-07,0.4,0.7517,0.0,45.0,50.0,5.0,20,20,0.5982
qi,control,2018-08,0.125,0.2948,0.0,25.0,62.5,12.5,24,24,0.6124
qi,control,2018-09,0.1053,0.3915,0,31.58,47.37,21.05,19,19,0.7375
qi,control,2018-10,0.08,0.2189,0,20.0,68.0,12.0,25,25,0.5715
qi,control,2018-11,0.2667,0.7034,0.0,33.33,60.0,6.67,30,30,0.5833
qi,control,2018-12,0.2308,0.7294,0.0,26.92,69.23,3.85,26,26,0.5144
qi,control,2019-01,0.2,0.2625,0.0,33.33,53.33,13.33,30,30,0.6644
qi,control,2019-02,0.2759,0.748,0,31.03,65.52,3.45,29,29,0.5276
qi,control,2019-03,-0.0556,-0.1231,0.0,16.67,61.11,22.22,18,18,0.6391
qi,control,2019-04,0.1053,0.2183,0,26.32,57.89,15.79,19,19,0.6578
qi,control,2019-05,0.0435,-0.1629,0,26.09,52.17,21.74,23,23,0.7057
qi,control,2019-06,0.5,1.0,0.5,50.0,50.0,0.0,16,16,0.5164
qi,control,2019-07,0.0556,0.1934,0.0,27.78,50.0,22.22,36,36,0.7149
qi,control,2019-08,0,0.096,0,29.63,40.74,29.63,27,27,0.7845
qi,control,2019-09,0.1111,0.1195,0.0,27.78,55.56,16.67,18,18,0.6764
qi,control,2019-10,0.1379,0.203,0,31.03,51.72,17.24,29,29,0.693
qi,control,2019-11,0.1111,0.3738,0,25.93,59.26,14.81,27,27,0.6405
