source,period,year_month,sentence_count,anger_pct,disgust_pct,fear_pct,joy_pct,neutral_pct,sadness_pct,surprise_pct
bbc_radio4,covid,2023-02,10,0.0,0.0,20.0,0.0,40.0,40.0,0.0
bbc_radio4,covid,2023-03,23,17.39,4.35,17.39,0.0,47.83,13.04,0.0
bbc_radio4,covid,2023-04,8,25.0,25.0,12.5,0.0,25.0,12.5,0.0
bbc_radio4,covid,2023-05,6,16.67,0.0,0.0,0.0,33.33,33.33,16.67
graham_norton,control,2016-06,2,0.0,0.0,50.0,0.0,50.0,0.0,0.0
graham_norton,control,2016-10,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,control,2016-11,1,0.0,0.0,0.0,0.0,0.0,0.0,100.0
graham_norton,control,2016-12,6,0.0,0.0,0.0,16.67,33.33,33.33,16.67
graham_norton,control,2017-01,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,control,2017-02,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0
graham_norton,control,2017-03,7,0.0,0.0,0.0,14.29,28.57,42.86,14.29
graham_norton,control,2017-04,7,0.0,0.0,0.0,14.29,85.71,0.0,0.0
graham_norton,control,2017-05,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,control,2017-06,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,control,2017-07,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,control,2017-09,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,control,2017-10,7,0.0,0.0,0.0,57.14,28.57,0.0,14.29
graham_norton,control,2017-11,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0
graham_norton,control,2017-12,1,0.0,100.0,0.0,0.0,0.0,0.0,0.0
graham_norton,control,2018-01,2,0.0,0.0,50.0,50.0,0.0,0.0,0.0
graham_norton,control,2018-02,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,control,2018-04,1,0.0,0.0,0.0,100.0,0.0,0.0,0.0
graham_norton,control,2018-05,4,25.0,0.0,0.0,0.0,25.0,25.0,25.0
graham_norton,control,2018-06,5,20.0,0.0,0.0,0.0,20.0,40.0,20.0
graham_norton,control,2018-07,4,0.0,0.0,0.0,25.0,25.0,50.0,0.0
graham_norton,control,2018-10,3,0.0,0.0,0.0,33.33,0.0,0.0,66.67
graham_norton,control,2018-11,9,0.0,11.11,22.22,33.33,33.33,0.0,0.0
graham_norton,control,2018-12,7,14.29,28.57,0.0,0.0,28.57,28.57,0.0
graham_norton,control,2019-01,1,100.0,0.0,0.0,0.0,0.0,0.0,0.0
graham_norton,control,2019-02,8,0.0,0.0,12.5,0.0,50.0,12.5,25.0
graham_norton,control,2019-04,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,control,2019-05,2,0.0,0.0,0.0,0.0,50.0,50.0,0.0
graham_norton,control,2019-06,3,0.0,0.0,33.33,66.67,0.0,0.0,0.0
graham_norton,control,2019-07,4,0.0,0.0,0.0,25.0,25.0,50.0,0.0
graham_norton,control,2019-10,6,0.0,0.0,0.0,0.0,50.0,33.33,16.67
graham_norton,control,2019-11,3,0.0,0.0,33.33,33.33,0.0,0.0,33.33
graham_norton,covid,2019-12,4,0.0,0.0,0.0,0.0,50.0,25.0,25.0
graham_norton,covid,2020-01,4,0.0,0.0,0.0,0.0,50.0,25.0,25.0
graham_norton,covid,2020-02,3,0.0,0.0,0.0,0.0,100.0,0.0,0.0
graham_norton,covid,2020-03,2,0.0,0.0,50.0,0.0,50.0,0.0,0.0
graham_norton,covid,2020-04,9,0.0,0.0,11.11,66.67,22.22,0.0,0.0
graham_norton,covid,2020-05,9,0.0,0.0,22.22,11.11,33.33,22.22,11.11
